name,price,date,url
Aduro Aqua Sound Bluetooth Shower Speaker: 2-Pack/Floral,12.99,51:54.2,https://www.ebay.com/sch/i.html?_from=R40&_trksid=p2380057.m570.l1313.TR12.TRC2.A0.H0.XAduro+Aqua+Sound+Bluetooth+Shower+Speaker%3A+2-Pack%2FFloral.TRS0&_nkw=Aduro+Aqua+Sound+Bluetooth+Shower+Speaker%3A+2-Pack%2FFloral&_sacat=0
Beats By Dre Powerbeats 3 Wireless In-Ear Headphones - White,48.0,52:08.1,https://www.ebay.com/sch/i.html?_from=R40&_trksid=p2380057.m570.l1313.TR12.TRC2.A0.H0.XBeats+By+Dre+Powerbeats+3+Wireless+In-Ear+Headphones+-+White.TRS0&_nkw=Beats+By+Dre+Powerbeats+3+Wireless+In-Ear+Headphones+-+White&_sacat=0
Dr. Dre Powerbeats 3 Wireless Bluetooth Earbud Headphones  - Black,39.97,52:22.4,https://www.ebay.com/sch/i.html?_from=R40&_trksid=p2380057.m570.l1313.TR4.TRC1.A0.H0.XDr.+Dre+Powerbeats+3+Wireless+Bluetooth+Earbud+Headphones++-+Black.TRS0&_nkw=Dr.+Dre+Powerbeats+3+Wireless+Bluetooth+Earbud+Headphones++-+Black&_sacat=0
Beats by Dre BeatsX Wireless In-Ear Headphones - Black,54.97,52:37.0,https://www.ebay.com/sch/i.html?_from=R40&_trksid=p2380057.m570.l1313.TR12.TRC2.A0.H0.XBeats+by+Dre+BeatsX+Wireless+In-Ear+Headphones+-+Black.TRS0&_nkw=Beats+by+Dre+BeatsX+Wireless+In-Ear+Headphones+-+Black&_sacat=0
Beats by Dre Powerbeats 3 Wireless Bluetooth In-Ear Headphones - Blue,59.99,52:57.9,https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=Beats+by+Dre+Powerbeats+3+Wireless+Bluetooth+In-Ear+Headphones+-+Blue&_sacat=0
Dre Beats Beatsx Wireless In-Ear Headphones - Blue,37.99,53:16.7,https://www.ebay.com/sch/i.html?_from=R40&_trksid=p2380057.m570.l1313.TR12.TRC2.A0.H0.XDre+Beats+Beatsx+Wireless+In-Ear+Headphones+-+Blue.TRS0&_nkw=Dre+Beats+Beatsx+Wireless+In-Ear+Headphones+-+Blue&_sacat=0
Beats by Dre Powerbeats 3 Wireless Bluetooth In-Ear Headphones - Red,47.5,53:31.8,https://www.ebay.com/sch/i.html?_from=R40&_trksid=p2380057.m570.l1313.TR12.TRC2.A0.H0.XBeats+by+Dre+Powerbeats+3+Wireless+Bluetooth+In-Ear+Headphones+-+Red.TRS0&_nkw=Beats+by+Dre+Powerbeats+3+Wireless+Bluetooth+In-Ear+Headphones+-+Red&_sacat=0
Beats by Dre Powerbeats 3 Wireless Bluetooth In-Ear Headphones - Yellow,59.99,53:50.1,https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=Beats+by+Dre+Powerbeats+3+Wireless+Bluetooth+In-Ear+Headphones+-+Yellow&_sacat=0
Beats by Dr. Dre Studio 2 Wireless On-Ear Headphones - Black/Red,100.0,54:02.7,https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=Beats+by+Dr.+Dre+Studio+2+Wireless+On-Ear+Headphones+-+Black%2FRed&_sacat=0
Beats Solo 3 Wireless Bluetooth On-Ear Headphones - Black,149.0,54:25.4,https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=Beats+Solo+3+Wireless+Bluetooth+On-Ear+Headphones+-+Black&_sacat=0
Beats by Dr. Dre Studio 2 Wireless On-Ear Headphones - Gold,119.0,54:49.2,https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=Beats+by+Dr.+Dre+Studio+2+Wireless+On-Ear+Headphones+-+Gold&_sacat=0
Refurbished Ultimate Ears Megaboom Portable Wireless Bluetooth Speaker (Refurbished B-Grade) Charcoal,0.0,55:07.9,https://www.ebay.com/sch/i.html?_from=R40&_trksid=p2380057.m570.l1313.TR12.TRC2.A0.H0.XRefurbished+Ultimate+Ears+Megaboom+Portable+Wireless+Bluetooth+Speaker+%28Refurbi.TRS0&_nkw=Refurbished+Ultimate+Ears+Megaboom+Portable+Wireless+Bluetooth+Speaker+%28Refurbished+B-Grade%29+Charcoal&_sacat=0
UE Logitech Megaboom Portable Bluetooth Speaker - Black,99.99,55:21.7,https://www.ebay.com/sch/i.html?_from=R40&_trksid=p2380057.m570.l1313.TR11.TRC1.A0.H0.XUE+Logitech+Megaboom+Portable+Bluetooth+Speaker+-+Black.TRS0&_nkw=UE+Logitech+Megaboom+Portable+Bluetooth+Speaker+-+Black&_sacat=0
South Beach Bluetooth Wireless Speaker Tiki Torch Water Resistant Tabletop/Post  Black Wireless Torch Speaker,40.99,55:36.3,https://www.ebay.com/sch/i.html?_from=R40&_trksid=p2380057.m570.l1313.TR11.TRC1.A0.H0.XSouth+Beach+Bluetooth+Wireless+Speaker+Tiki+Torch+Water+Resistant+Tabletop%2FPost.TRS0&_nkw=South+Beach+Bluetooth+Wireless+Speaker+Tiki+Torch+Water+Resistant+Tabletop%2FPost++Black+Wireless+Torch+Speaker&_sacat=0
POM Gear LN-2 True Wireless Bluetooth 5.0 Earbuds with Microphone - Black,34.99,55:56.5,https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=POM+Gear+LN-2+True+Wireless+Bluetooth+5.0+Earbuds+with+Microphone+-+Black&_sacat=0
Picassotiles Kid Safe Eye Sleep Mask W/ Built-In Headphones Panda,12.99,56:10.4,https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=Picassotiles+Kid+Safe+Eye+Sleep+Mask+W%2F+Built-In+Headphones+Panda&_sacat=0
Skullcandy Sesh True Wireless In-Ear Headphones - Black (S2TDW-M003),39.99,56:34.9,https://www.ebay.com/sch/i.html?_from=R40&_trksid=p2380057.m570.l1313.TR12.TRC2.A0.H0.XSkullcandy+Sesh+True+Wireless+In-Ear+Headphones+-+Black+%28S2TDW-M003%29.TRS0&_nkw=Skullcandy+Sesh+True+Wireless+In-Ear+Headphones+-+Black+%28S2TDW-M003%29&_sacat=0
Beats Studio2 Wired Over-ear Noise Cancelling Headphones - Red,199.95,56:53.5,https://www.ebay.com/sch/i.html?_from=R40&_trksid=p2380057.m570.l1313.TR12.TRC2.A0.H0.XBeats+Studio2+Wired+Over-ear+Noise+Cancelling+Headphones+-+Red.TRS0&_nkw=Beats+Studio2+Wired+Over-ear+Noise+Cancelling+Headphones+-+Red&_sacat=0
Beats Studio 2.0 Wired Over-Ear Noise Cancelling Headphones - Blue,189.0,57:06.5,https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=Beats+Studio+2.0+Wired+Over-Ear+Noise+Cancelling+Headphones+-+Blue&_sacat=0
Motorola VerveBuds 500 True Wireless Bluetooth in-Ear Headphones - Works with Alexa - Black,24.95,57:21.2,https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=Motorola+VerveBuds+500+True+Wireless+Bluetooth+in-Ear+Headphones+-+Works+with+Alexa+-+Black&_sacat=0
Jarv Active Motion Wireless Bluetooth 5.1 Stereo Earbuds - Red/Black,19.99,57:36.4,https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=Jarv+Active+Motion+Wireless+Bluetooth+5.1+Stereo+Earbuds+-+Red%2FBlack&_sacat=0
Refurbished Amazon Echo Or Echo Dot 2nd Generation (Refurbished B-Grade) Home Speakers Amazon Echo Dot - Black,0.0,57:51.6,https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=Refurbished+Amazon+Echo+Or+Echo+Dot+2nd+Generation+%28Refurbished+B-Grade%29+Home+Speakers+Amazon+Echo+Dot+-+Black&_sacat=0
Fisher True Wireless Earbuds With Charging Case Siri Google Assistant Ftw300k Black,49.99,58:05.2,https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=Fisher+True+Wireless+Earbuds+With+Charging+Case+Siri+Google+Assistant+Ftw300k+Black&_sacat=0
Skullcandy Sesh True Wireless Bluetooth 5.0 Earbuds Red,49.99,58:22.5,https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=Skullcandy+Sesh+True+Wireless+Bluetooth+5.0+Earbuds+Red&_sacat=0
SkullCandy Indy True Wireless Earbuds - Mint (S255W),59.99,58:40.0,https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=SkullCandy+Indy+True+Wireless+Earbuds+-+Mint+%28S255W%29&_sacat=0
Zummy Mini Retro Bluetooth Speaker Vintage Wireless Stereo Support Fm Radio Black,12.99,58:59.1,https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=Zummy+Mini+Retro+Bluetooth+Speaker+Vintage+Wireless+Stereo+Support+Fm+Radio+Black&_sacat=0
Matte True Wireless Earbuds With Charging Case Screen Connect & Touch Controls Black,0.0,59:14.0,https://www.ebay.com/sch/i.html?_from=R40&_trksid=p2380057.m570.l1313.TR12.TRC2.A0.H0.XMatte+True+Wireless+Earbuds+With+Charging+Case+Screen+Connect+%26+Touch+Controls+.TRS0&_nkw=Matte+True+Wireless+Earbuds+With+Charging+Case+Screen+Connect+%26+Touch+Controls+Black&_sacat=0
2boom Tws150 True Wireless Earphones With Charging Case Bluetooth Built-In Mic Blue,30.98,59:31.0,https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=2boom+Tws150+True+Wireless+Earphones+With+Charging+Case+Bluetooth+Built-In+Mic+Blue&_sacat=0
2boom True Wireless Bluetooth Earphones with Charging Case - Black,13.59,59:45.1,https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=2boom+True+Wireless+Bluetooth+Earphones+with+Charging+Case+-+Black&_sacat=0
Toshiba Air Pro True Wireless Headphones - Rose Gold (RZE-BT1000),74.99,59:57.8,https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=Toshiba+Air+Pro+True+Wireless+Headphones+-+Rose+Gold+%28RZE-BT1000%29&_sacat=0
Lax Gadgets Portable Wireless Bluetooth LED Speaker With Disco Lights Green 2-Pack,6.99,00:14.3,https://www.ebay.com/sch/i.html?_from=R40&_trksid=p2380057.m570.l1313.TR12.TRC2.A0.H0.XLax+Gadgets+Portable+Wireless+Bluetooth+LED+Speaker+With+Disco+Lights+Green+2-P.TRS0&_nkw=Lax+Gadgets+Portable+Wireless+Bluetooth+LED+Speaker+With+Disco+Lights+Green+2-Pack&_sacat=0
Skullcandy Indy True Wireless Earbuds Pink,59.99,00:27.0,https://www.ebay.com/sch/i.html?_from=R40&_trksid=p2380057.m570.l1313.TR12.TRC2.A0.H0.XSkullcandy+Indy+True+Wireless+Earbuds+Pink.TRS0&_nkw=Skullcandy+Indy+True+Wireless+Earbuds+Pink&_sacat=0
Vibes Air Wireless Headphones Lightweight Stereo Noise-Cancelling Earbuds White,14.99,00:36.2,https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=Vibes+Air+Wireless+Headphones+Lightweight+Stereo+Noise-Cancelling+Earbuds+White&_sacat=0
Aduro AQUA Sound Bluetooth Shower Speaker with Mic and Controls Emoji 2 Pack,14.99,00:50.7,https://www.ebay.com/sch/i.html?_from=R40&_trksid=p2380057.m570.l1313.TR12.TRC2.A0.H0.XAduro+AQUA+Sound+Bluetooth+Shower+Speaker+with+Mic+and+Controls+Emoji+2+Pack.TRS0&_nkw=Aduro+AQUA+Sound+Bluetooth+Shower+Speaker+with+Mic+and+Controls+Emoji+2+Pack&_sacat=0
New Price Entry Spacer,0.0,40:48.7,www.google.com
New Price Entry Spacer,0.0,06:58.9,www.google.com
New Price Entry Spacer,0.0,13:14.1,www.google.com
Pioneer Pro DJ DJ Controller (DDJ-SX3)	1,899.95,13:29.9,https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=Pioneer+Pro+DJ+DJ+Controller+%28DDJ-SX3%29&_sacat=0
Jean Paul USA AS-400 Student Alto Saxophone	1,489.95,13:42.6,https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=Jean+Paul+USA+AS-400+Student+Alto+Saxophone&_sacat=0
New Price Entry Spacer,0.0,24:09.4,www.google.com
"AMD Ryzen 7 3800X 8-Core, 16-Thread Unlocked Desktop Processor with Wraith Prism LED Cooler	1",316.99,24:27.3,https://www.ebay.com/sch/i.html?_from=R40&_trksid=p2380057.m570.l1313.TR12.TRC2.A0.H0.XAMD+Ryzen+7+3800X+8-Core%2C+16-Thread+Unlocked+Desktop+Processor+with+Wraith+Pris.TRS0&_nkw=AMD+Ryzen+7+3800X+8-Core%2C+16-Thread+Unlocked+Desktop+Processor+with+Wraith+Prism+LED+Cooler&_sacat=0
MSI MEG Z390 ACE LGA1151 (Intel 8th & 9th Gen) M.2 USB 3.1 Gen 2 DDR4 Wi-Fi SLI CFX ATX Gaming Motherboard	1,147.0,24:40.4,https://www.ebay.com/sch/i.html?_from=R40&_trksid=p2380057.m570.l1313.TR12.TRC2.A0.H0.XMSI+MEG+Z390+ACE+LGA1151+%28Intel+8th+%26+9th+Gen%29+M.2+USB+3.1+Gen+2+DDR4+Wi-Fi+SLI.TRS0&_nkw=MSI+MEG+Z390+ACE+LGA1151+%28Intel+8th+%26+9th+Gen%29+M.2+USB+3.1+Gen+2+DDR4+Wi-Fi+SLI+CFX+ATX+Gaming+Motherboard&_sacat=0
"AMD Ryzen 7 3700X 8-Core, 16-Thread Unlocked Desktop Processor with Wraith Prism LED Cooler	1",269.99,24:55.4,https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=AMD+Ryzen+7+3700X+8-Core%2C+16-Thread+Unlocked+Desktop+Processor+with+Wraith+Prism+LED+Cooler&_sacat=0
MSI Performance Gaming AMD Ryzen 1st and 2nd Gen AM4 M.2 USB 3 DDR4 HDMI Display Port WiFi Crossfire ATX Motherboard	1,31.0,25:11.8,https://www.ebay.com/sch/i.html?_from=R40&_trksid=p2380057.m570.l1313.TR2.TRC1.A0.H0.XMSI+Performance+Gaming+AMD+Ryzen+1st+and+2nd+Gen+AM4+M.2+USB+3+DDR4+HDMI+Displa.TRS0&_nkw=MSI+Performance+Gaming+AMD+Ryzen+1st+and+2nd+Gen+AM4+M.2+USB+3+DDR4+HDMI+Display+Port+WiFi+Crossfire+ATX+Motherboard&_sacat=0
Gigabyte Z390 AORUS PRO WiFi (Intel LGA1151/Z390/ATX/2xM.2 Thermal Guard/Onboard AC Wi-Fi/RGB Fusion/Gaming Motherboard)	1,100.0,25:28.0,https://www.ebay.com/sch/i.html?_from=R40&_trksid=p2380057.m570.l1313.TR12.TRC2.A0.H0.XGigabyte+Z390+AORUS+PRO+WiFi+%28Intel+LGA1151%2FZ390%2FATX%2F2xM.2+Thermal+Guard%2FOnboar.TRS0&_nkw=Gigabyte+Z390+AORUS+PRO+WiFi+%28Intel+LGA1151%2FZ390%2FATX%2F2xM.2+Thermal+Guard%2FOnboard+AC+Wi-Fi%2FRGB+Fusion%2FGaming+Motherboard%29&_sacat=0
"NVIDIA SHIELD Android TV Pro 4K HDR Streaming Media Player, High Performance, Dolby Vision, 3GB RAM, 2x USB, Works with Alexa	1",290.0,25:42.3,https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=NVIDIA+SHIELD+Android+TV+Pro+4K+HDR+Streaming+Media+Player%2C+High+Performance%2C+Dolby+Vision%2C+3GB+RAM%2C+2x+USB%2C+Works+with+Alexa&_sacat=0
"ASUS AM4 TUF Gaming X570-Plus (Wi-Fi) ATX Motherboard with PCIe 4.0, Dual M.2, 12+2 with Dr. MOS Power Stage, HDMI, DP, SATA 6Gb/s, USB 3.2 Gen 2 and Aura Sync RGB Lighting	1",224.99,25:57.3,https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=ASUS+AM4+TUF+Gaming+X570-Plus+%28Wi-Fi%29+ATX+Motherboard+with+PCIe+4.0%2C+Dual+M.2%2C+12%2B2+with+Dr.+MOS+Power+Stage%2C+HDMI%2C+DP%2C+SATA+6Gb%2Fs%2C+USB+3.2+Gen+2+and+Aura+Sync+RGB+Lighting&_sacat=0
"Plantronics Voyager 5200 Wireless Bluetooth Headset - Compatible with iPhone, Android (203500103)	1",48.37,26:08.9,https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=Plantronics+Voyager+5200+Wireless+Bluetooth+Headset+-+Compatible+with+iPhone%2C+Android+%28203500103%29&_sacat=0
MSI Arsenal Gaming AMD Ryzen 2ND and 3rd Gen AM4 M.2 USB 3 DDR4 DVI HDMI Crossfire ATX Motherboard (B450 Tomahawk Max)	1,137.0,26:21.4,https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=MSI+Arsenal+Gaming+AMD+Ryzen+2ND+and+3rd+Gen+AM4+M.2+USB+3+DDR4+DVI+HDMI+Crossfire+ATX+Motherboard+%28B450+Tomahawk+Max%29&_sacat=0
Sony BDPS3700 Streaming Blu-Ray Disc Player with Wi-Fi (2016 Canada Model)	1,74.0,26:35.8,https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=Sony+BDPS3700+Streaming+Blu-Ray+Disc+Player+with+Wi-Fi+%282016+Canada+Model%29&_sacat=0
"HAVIT Rainbow Backlit Wired Gaming Keyboard and Mouse Combo (Keyboard, Mouse, Headset and Mousepad Combo)	1",74.95,26:48.7,https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=HAVIT+Rainbow+Backlit+Wired+Gaming+Keyboard+and+Mouse+Combo+%28Keyboard%2C+Mouse%2C+Headset+and+Mousepad+Combo%29&_sacat=0
"HyperX Alloy FPS Pro Tenkeyless Mechanical Gaming Keyboard, Cherry MX Red, Red LED (HX-KB4RD1-US/R1)	1",23.5,27:04.9,https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=HyperX+Alloy+FPS+Pro+Tenkeyless+Mechanical+Gaming+Keyboard%2C+Cherry+MX+Red%2C+Red+LED+%28HX-KB4RD1-US%2FR1%29&_sacat=0
"Sony BDPS1700 Wired Streaming Blu-Ray Disc Player (2016 Canada Model), Black	1",37.06,27:17.3,https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=Sony+BDPS1700+Wired+Streaming+Blu-Ray+Disc+Player+%282016+Canada+Model%29%2C+Black&_sacat=0
Creative Sound Blaster Audigy FX 5.1 Sound Card SB1570	1,39.99,27:32.9,https://www.ebay.com/sch/i.html?_from=R40&_trksid=p2380057.m570.l1313.TR11.TRC1.A0.H0.XCreative+Sound+Blaster+Audigy+FX+5.1+Sound+Card+SB1570.TRS0&_nkw=Creative+Sound+Blaster+Audigy+FX+5.1+Sound+Card+SB1570&_sacat=0
,,,
New Price Entry Spacer,0.0,46:43.4,www.google.com
16	,0.0,46:52.0,https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=16&_sacat=0
New Price Entry Spacer,0.0,57:20.5,www.google.com
New Price Entry Spacer,0.0,49:36.4,www.google.com
New Price Entry Spacer,0.0,08:46.6,www.google.com
New Price Entry Spacer,0.0,13:32.2,www.google.com
New Price Entry Spacer,0.0,43:37.4,www.google.com
"NETGEAR Nighthawk X4S Smart WiFi Router (R7800) - AC2600 Wireless Speed (up to 2600 Mbps) Up to 2500 sq ft Coverage & 45 Devices 4 x 1G Ethernet, 2 x 3.0 USB, and 1 x eSATA ports	1",0.0,43:55.1,https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=NETGEAR+Nighthawk+X4S+Smart+WiFi+Router+%28R7800%29+-+AC2600+Wireless+Speed+%28up+to+2600+Mbps%29+Up+to+2500+sq+ft+Coverage+%26+45+Devices+4+x+1G+Ethernet%2C+2+x+3.0+USB%2C+and+1+x+eSATA+ports&_sacat=0
Turtle Beach Stealth 700 Premium Wireless Surround Sound Gaming Headset - Xbox One	1,293.99,44:13.5,https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=Turtle+Beach+Stealth+700+Premium+Wireless+Surround+Sound+Gaming+Headset+-+Xbox+One&_sacat=0
"Audio-Technica ATH-M50x Professional Studio Monitor Headphones, Black, Professional Grade, Critically Acclaimed, With Detachable Cable	1",169.99,44:28.7,https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=Audio-Technica+ATH-M50x+Professional+Studio+Monitor+Headphones%2C+Black%2C+Professional+Grade%2C+Critically+Acclaimed%2C+With+Detachable+Cable&_sacat=0
"BeatsX Wireless Earphones - Apple W1 Headphone Chip, Class 1 Bluetooth, 8 Hours Of Listening Time - Black	1",39.99,44:40.9,https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=BeatsX+Wireless+Earphones+-+Apple+W1+Headphone+Chip%2C+Class+1+Bluetooth%2C+8+Hours+Of+Listening+Time+-+Black&_sacat=0
New Price Entry Spacer,0.0,42:24.7,www.google.com
"TCL 43S425-CA 4K Ultra HD Smart LED Television (2019), 43""	1",280.0,42:45.0,https://www.ebay.com/sch/i.html?_from=R40&_trksid=p2380057.m570.l1313.TR11.TRC1.A0.H0.XTCL+43S425-CA+4K+Ultra+HD+Smart+LED+Television+%282019%29%2C+43%22.TRS0&_nkw=TCL+43S425-CA+4K+Ultra+HD+Smart+LED+Television+%282019%29%2C+43%22&_sacat=0
Sony X800G 49 Inch TV: 4K Ultra HD Smart LED TV with HDR and Alexa Compatibility - 2019 Model	1,349.99,43:02.2,https://www.ebay.com/sch/i.html?_from=R40&_trksid=p2380057.m570.l1313.TR8.TRC1.A0.H0.XSony+X800G+49+Inch+TV%3A+4K+Ultra+HD+Smart+LED+TV+with+HDR+and+Alexa+Compatibilit.TRS0&_nkw=Sony+X800G+49+Inch+TV%3A+4K+Ultra+HD+Smart+LED+TV+with+HDR+and+Alexa+Compatibility+-+2019+Model&_sacat=0
"Samsung UN43N5300AFXZC 43"" 1080p Full HD Smart LED TV (2018), Glossy Black [Canada Version]	1",363.25,43:18.9,https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=Samsung+UN43N5300AFXZC+43%22+1080p+Full+HD+Smart+LED+TV+%282018%29%2C+Glossy+Black+%5BCanada+Version%5D&_sacat=0
"TCL 40S325-CA 1080p Smart LED Television (2019), 40""	1",234.99,43:34.1,https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=TCL+40S325-CA+1080p+Smart+LED+Television+%282019%29%2C+40%22&_sacat=0
Proscan PLEDV2488A 24-Inch LED HD TV with Built-in DVD Player	1,149.99,43:53.9,https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=Proscan+PLEDV2488A+24-Inch+LED+HD+TV+with+Built-in+DVD+Player&_sacat=0
New Price Entry Spacer,0.0,53:07.0,www.google.com
New Price Entry Spacer,0.0,46:47.4,www.google.com
New Price Entry Spacer,0.0,56:22.5,www.google.com
Unlocked Apple iPhone 8 64GB,214.98,56:42.7,https://www.ebay.com/sch/i.html?_from=R40&_trksid=p2380057.m570.l1313.TR11.TRC1.A0.H0.XUnlocked+Apple+iPhone+8+64GB.TRS0&_nkw=Unlocked+Apple+iPhone+8+64GB&_sacat=0
Unlocked Apple iPhone 7 Plus 256GB,209.89,56:59.3,https://www.ebay.com/sch/i.html?_from=R40&_trksid=m570.l1313&_nkw=Unlocked+Apple+iPhone+7+Plus+256GB&_sacat=0
Unlocked Apple iPhone 7 32GB,154.99,57:17.6,https://www.ebay.com/sch/i.html?_from=R40&_trksid=p2380057.m570.l1313.TR11.TRC1.A0.H0.XUnlocked+Apple+iPhone+7+32GB.TRS0&_nkw=Unlocked+Apple+iPhone+7+32GB&_sacat=0
Unlocked Apple iPhone 6S 64GB & 32GB,94.99,57:33.7,https://www.ebay.com/sch/i.html?_from=R40&_trksid=p2380057.m570.l1313.TR11.TRC1.A0.H0.XUnlocked+Apple+iPhone+6S+64GB+%26+32GB.TRS0&_nkw=Unlocked+Apple+iPhone+6S+64GB+%26+32GB&_sacat=0
Unlocked Apple iPhone 6 64GB & 16GB,138.0,57:50.7,https://www.ebay.com/sch/i.html?_from=R40&_trksid=p2380057.m570.l1313.TR11.TRC1.A0.H0.XUnlocked+Apple+iPhone+6+64GB+%26+16GB.TRS0&_nkw=Unlocked+Apple+iPhone+6+64GB+%26+16GB&_sacat=0
New Price Entry Spacer,0.0,24:27.9,www.google.com
iphone 8,294.99,08:55.8,https://www.ebay.com/sch/i.html?_from=R40&_trksid=p2380057.m570.l1313.TR12.TRC2.A0.H0.Xiphone+8.TRS0&_nkw=iphone+8&_sacat=0
